Hora,Nombre completo del usuario,Contexto del evento,Componente,Nombre evento,Descripción,Origen,Dirección IP
2020-07-12,Profesor,CURSO,Sistema,Curso visto,The user with id '1698' viewed the course with id '2046'.,web,179.9.28.243
2020-07-12,Profesor,CURSO,Sistema,Curso visto,The user with id '1698' viewed the course with id '2046'.,web,179.9.28.243
2020-07-12,Profesor,H5P-5,H5P,Módulo de curso visto,The user with id '1698' viewed the 'hvp' activity with course module id '185586'.,web,179.9.28.243
2020-07-12,Profesor,CURSO,Sistema,Curso visto,The user with id '1698' viewed the course with id '2046'.,web,179.9.28.243
2020-07-12,Profesor,Archivo1,Recurso,Módulo de curso visto,The user with id '1698' viewed the 'resource' activity with course module id '185584'.,web,179.9.28.243
2020-07-12,Profesor,CURSO,Sistema,Curso visto,The user with id '1698' viewed the course with id '2046'.,web,179.9.28.243
2020-07-08,usuario_12,Archivo1,Recurso,Módulo de curso visto,The user with id '6101' viewed the 'resource' activity with course module id '185584'.,web,181.74.62.21
2020-07-08,usuario_12,CURSO,Sistema,Curso visto,The user with id '6101' viewed the course with id '2046'.,web,181.74.62.21
2020-07-08,Investigador,H5P-5,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '185586'.,web,189.148.170.62
2020-07-08,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.170.62
2020-07-08,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.170.62
2020-07-08,Investigador,Foro2,Foro,Módulo de curso visto,The user with id '581' viewed the 'forum' activity with course module id '181902'.,web,189.148.170.62
2020-07-08,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.170.62
2020-07-08,Investigador,URL1,URL,Módulo de curso visto,The user with id '581' viewed the 'url' activity with course module id '184182'.,web,189.148.170.62
2020-07-08,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.170.62
2020-07-08,Investigador,URL1,URL,Módulo de curso visto,The user with id '581' viewed the 'url' activity with course module id '184182'.,web,189.148.170.62
2020-07-08,Investigador,URL1,Sistema,Módulo de curso actualizado,The user with id '581' updated the 'url' activity with course module id '184182'.,web,189.148.170.62
2020-07-08,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.170.62
2020-07-08,Investigador,URL1,URL,Módulo de curso visto,The user with id '581' viewed the 'url' activity with course module id '184182'.,web,189.148.170.62
2020-07-08,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.170.62
2020-07-08,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.170.62
2020-07-08,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.170.62
2020-07-08,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.170.62
2020-07-08,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.170.62
2020-07-08,usuario_8,Tarea,Tarea,Se ha visualizado el estado de la entrega.,The user with id '6762' has viewed the submission status page for the assignment with course module id '162865'.,web,181.74.92.59
2020-07-08,usuario_8,Tarea,Tarea,Módulo de curso visto,The user with id '6762' viewed the 'assign' activity with course module id '162865'.,web,181.74.92.59
2020-07-08,usuario_8,CURSO,Sistema,Curso visto,The user with id '6762' viewed the course with id '2046'.,web,181.74.92.59
2020-07-08,usuario_8,CURSO,Sistema,Curso visto,The user with id '6762' viewed the course with id '2046'.,web,181.74.92.59
2020-07-08,usuario_8,CURSO,Sistema,Curso visto,The user with id '6762' viewed the course with id '2046'.,web,181.74.92.59
2020-07-08,usuario_8,CURSO,Sistema,Curso visto,The user with id '6762' viewed the course with id '2046'.,web,181.74.92.59
2020-07-08,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.170.62
2020-07-08,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.170.62
2020-07-08,Investigador,URL2,URL,Módulo de curso visto,The user with id '581' viewed the 'url' activity with course module id '185587'.,web,189.148.170.62
2020-07-08,Investigador,URL2,Sistema,Módulo de curso creado,The user with id '581' created the 'url' activity with course module id '185587'.,web,189.148.170.62
2020-07-08,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.170.62
2020-07-08,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.170.62
2020-07-08,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.170.62
2020-07-08,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.170.62
2020-07-08,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.170.62
2020-07-08,Investigador,H5P-5,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '185586'.,web,189.148.170.62
2020-07-08,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.170.62
2020-07-08,Investigador,H5P-5,Sistema,Módulo de curso actualizado,The user with id '581' updated the 'hvp' activity with course module id '185586'.,web,189.148.170.62
2020-07-08,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.170.62
2020-07-08,Investigador,H5P-5,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '185586'.,web,189.148.170.62
2020-07-08,Investigador,H5P-5,Sistema,Módulo de curso actualizado,The user with id '581' updated the 'hvp' activity with course module id '185586'.,web,189.148.170.62
2020-07-08,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.170.62
2020-07-08,Investigador,H5P-5,Sistema,Módulo de curso creado,The user with id '581' created the 'hvp' activity with course module id '185586'.,web,189.148.170.62
2020-07-08,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.170.62
2020-07-08,Investigador,Archivo1,Recurso,Módulo de curso visto,The user with id '581' viewed the 'resource' activity with course module id '185584'.,web,189.148.170.62
2020-07-08,Investigador,Archivo1,Sistema,Módulo de curso actualizado,The user with id '581' updated the 'resource' activity with course module id '185584'.,web,189.148.170.62
2020-07-08,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.170.62
2020-07-08,Investigador,Archivo1,Recurso,Módulo de curso visto,The user with id '581' viewed the 'resource' activity with course module id '185584'.,web,189.148.170.62
2020-07-08,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.170.62
2020-07-08,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.170.62
2020-07-08,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.170.62
2020-07-08,Investigador,Archivo1,Recurso,Módulo de curso visto,The user with id '581' viewed the 'resource' activity with course module id '185584'.,web,189.148.170.62
2020-07-08,Investigador,Archivo1,Sistema,Módulo de curso creado,The user with id '581' created the 'resource' activity with course module id '185584'.,web,189.148.170.62
2020-07-08,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.170.62
2020-07-08,Investigador,Etiqueta3,Sistema,Módulo de curso actualizado,The user with id '581' updated the 'label' activity with course module id '185583'.,web,189.148.170.62
2020-07-08,Investigador,Etiqueta3,Sistema,Módulo de curso creado,The user with id '581' created the 'label' activity with course module id '185583'.,web,189.148.170.62
2020-07-08,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.170.62
2020-07-08,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.170.62
2020-07-07,usuario_12,Foro2,Foro,Módulo de curso visto,The user with id '6101' viewed the 'forum' activity with course module id '181902'.,web,179.9.10.60
2020-07-07,usuario_12,CURSO,Sistema,Curso visto,The user with id '6101' viewed the course with id '2046'.,web,179.9.10.60
2020-07-07,usuario_12,Tarea2,Tarea,Se ha visualizado el estado de la entrega.,The user with id '6101' has viewed the submission status page for the assignment with course module id '183849'.,web,181.74.62.21
2020-07-07,usuario_12,Tarea2,Tarea,Módulo de curso visto,The user with id '6101' viewed the 'assign' activity with course module id '183849'.,web,181.74.62.21
2020-07-07,usuario_12,CURSO,Sistema,Curso visto,The user with id '6101' viewed the course with id '2046'.,web,181.74.62.21
2020-07-06,usuario_12,Tarea2,Tarea,Se ha visualizado el estado de la entrega.,The user with id '6101' has viewed the submission status page for the assignment with course module id '183849'.,web,181.74.62.21
2020-07-06,usuario_12,Tarea2,Tarea,Módulo de curso visto,The user with id '6101' viewed the 'assign' activity with course module id '183849'.,web,181.74.62.21
2020-07-06,usuario_12,CURSO,Sistema,Curso visto,The user with id '6101' viewed the course with id '2046'.,web,181.74.62.21
2020-07-06,usuario_12,Foro2,Foro,Módulo de curso visto,The user with id '6101' viewed the 'forum' activity with course module id '181902'.,web,181.74.62.21
2020-07-06,usuario_12,CURSO,Sistema,Curso visto,The user with id '6101' viewed the course with id '2046'.,web,181.74.62.21
2020-07-06,usuario_4,Foro2,Foro,Módulo de curso visto,The user with id '5888' viewed the 'forum' activity with course module id '181902'.,web,200.90.192.18
2020-07-06,usuario_4,CURSO,Sistema,Curso visto,The user with id '5888' viewed the course with id '2046'.,web,200.90.192.18
2020-07-06,usuario_4,Tarea2,Tarea,Formulario de entrega visto.,The user with id '5888' viewed their submission for the assignment with course module id '183849'.,web,200.90.192.18
2020-07-06,usuario_4,Tarea2,Tarea,Módulo de curso visto,The user with id '5888' viewed the 'assign' activity with course module id '183849'.,web,200.90.192.18
2020-07-06,usuario_4,Tarea2,Tarea,Se ha visualizado el estado de la entrega.,The user with id '5888' has viewed the submission status page for the assignment with course module id '183849'.,web,200.90.192.18
2020-07-06,usuario_4,Tarea2,Tarea,Módulo de curso visto,The user with id '5888' viewed the 'assign' activity with course module id '183849'.,web,200.90.192.18
2020-07-06,usuario_4,URL4,URL,Módulo de curso visto,The user with id '5888' viewed the 'url' activity with course module id '184180'.,web,200.90.192.18
2020-07-06,usuario_4,H5P-2,H5P,Módulo de curso visto,The user with id '5888' viewed the 'hvp' activity with course module id '183099'.,web,200.90.192.18
2020-07-06,usuario_4,Chat,Chat,Módulo de curso visto,The user with id '5888' viewed the 'chat' activity with course module id '184776'.,web,200.90.192.18
2020-07-06,usuario_4,CURSO,Sistema,Curso visto,The user with id '5888' viewed the course with id '2046'.,web,200.90.192.18
2020-07-06,usuario_4,Archivo7 ,Recurso,Módulo de curso visto,The user with id '5888' viewed the 'resource' activity with course module id '159090'.,web,200.90.192.18
2020-07-06,usuario_4,H5P-2,H5P,Módulo de curso visto,The user with id '5888' viewed the 'hvp' activity with course module id '183099'.,web,200.90.192.18
2020-07-06,usuario_4,H5P-2,Sistema,Finalización de actividad de curso actualizada,The user with id '5888' updated the completion state for the course module with id '183099' for the user with id '5888'.,web,200.90.192.18
2020-07-06,usuario_4,H5P-2,Sistema,Finalización de actividad de curso actualizada,The user with id '5888' updated the completion state for the course module with id '183099' for the user with id '5888'.,web,200.90.192.18
2020-07-06,usuario_4,URL4,URL,Módulo de curso visto,The user with id '5888' viewed the 'url' activity with course module id '184180'.,web,200.90.192.18
2020-07-06,usuario_4,CURSO,Sistema,Curso visto,The user with id '5888' viewed the course with id '2046'.,web,200.90.192.18
2020-07-06,usuario_4,Tarea2,Tarea,Se ha visualizado el estado de la entrega.,The user with id '5888' has viewed the submission status page for the assignment with course module id '183849'.,web,200.90.192.18
2020-07-06,usuario_4,Tarea2,Tarea,Módulo de curso visto,The user with id '5888' viewed the 'assign' activity with course module id '183849'.,web,200.90.192.18
2020-07-06,usuario_4,Foro2,Foro,Módulo de curso visto,The user with id '5888' viewed the 'forum' activity with course module id '181902'.,web,200.90.192.18
2020-07-06,usuario_4,CURSO,Sistema,Curso visto,The user with id '5888' viewed the course with id '2046'.,web,200.90.192.18
2020-07-06,usuario_12,Tarea2,Tarea,Se ha visualizado el estado de la entrega.,The user with id '6101' has viewed the submission status page for the assignment with course module id '183849'.,web,181.74.62.21
2020-07-06,usuario_12,Tarea2,Tarea,Módulo de curso visto,The user with id '6101' viewed the 'assign' activity with course module id '183849'.,web,181.74.62.21
2020-07-06,usuario_12,CURSO,Sistema,Curso visto,The user with id '6101' viewed the course with id '2046'.,web,181.74.62.21
2020-07-06,Profesor,Chat,Chat,Módulo de curso visto,The user with id '1698' viewed the 'chat' activity with course module id '184776'.,web,179.9.18.28
2020-07-06,Profesor,Foro2,Foro,Módulo de curso visto,The user with id '1698' viewed the 'forum' activity with course module id '181902'.,web,179.9.18.28
